Problem size: 11962
Problem[
Clause[~occupies(9, 9, 9), ~occupies(9, 8, 9)]
Clause[~occupies(2, 9, 9), ~occupies(1, 8, 9)]
Clause[~occupies(2, 8, 9), ~occupies(1, 8, 9)]
Clause[~occupies(2, 7, 9), ~occupies(1, 8, 9)]
Clause[~occupies(1, 9, 9), ~occupies(1, 8, 9)]
Clause[~occupies(3, 9, 9), ~occupies(1, 7, 9)]
Clause[~occupies(3, 8, 9), ~occupies(1, 7, 9)]
Clause[~occupies(3, 7, 9), ~occupies(1, 7, 9)]
Clause[~occupies(2, 9, 9), ~occupies(1, 7, 9)]
Clause[~occupies(2, 8, 9), ~occupies(1, 7, 9)]
Clause[~occupies(2, 7, 9), ~occupies(1, 7, 9)]
Clause[~occupies(1, 9, 9), ~occupies(1, 7, 9)]
Clause[~occupies(1, 8, 9), ~occupies(1, 7, 9)]
Clause[~occupies(3, 9, 8), ~occupies(3, 8, 8)]
Clause[~occupies(3, 9, 8), ~occupies(3, 7, 8)]
Clause[~occupies(3, 8, 8), ~occupies(3, 7, 8)]
Clause[~occupies(3, 9, 8), ~occupies(2, 9, 8)]
Clause[~occupies(3, 8, 8), ~occupies(2, 9, 8)]
Clause[~occupies(3, 7, 8), ~occupies(2, 9, 8)]
Clause[~occupies(3, 9, 8), ~occupies(2, 8, 8)]
Clause[~occupies(3, 8, 8), ~occupies(2, 8, 8)]
Clause[~occupies(3, 7, 8), ~occupies(2, 8, 8)]
Clause[~occupies(2, 9, 8), ~occupies(2, 8, 8)]
Clause[~occupies(3, 9, 8), ~occupies(2, 7, 8)]
Clause[~occupies(3, 8, 8), ~occupies(2, 7, 8)]
Clause[~occupies(3, 7, 8), ~occupies(2, 7, 8)]
Clause[~occupies(2, 9, 8), ~occupies(2, 7, 8)]
Clause[~occupies(2, 8, 8), ~occupies(2, 7, 8)]
Clause[~occupies(3, 9, 8), ~occupies(1, 9, 8)]
Clause[~occupies(3, 8, 8), ~occupies(1, 9, 8)]
Clause[~occupies(3, 7, 8), ~occupies(1, 9, 8)]
Clause[~occupies(2, 9, 8), ~occupies(1, 9, 8)]
Clause[~occupies(2, 8, 8), ~occupies(1, 9, 8)]
Clause[~occupies(2, 7, 8), ~occupies(1, 9, 8)]
Clause[~occupies(3, 9, 8), ~occupies(1, 8, 8)]
Clause[~occupies(3, 8, 8), ~occupies(1, 8, 8)]
Clause[~occupies(3, 7, 8), ~occupies(1, 8, 8)]
Clause[~occupies(2, 9, 8), ~occupies(1, 8, 8)]
Clause[~occupies(2, 8, 8), ~occupies(1, 8, 8)]
Clause[~occupies(2, 7, 8), ~occupies(1, 8, 8)]
Clause[~occupies(1, 9, 8), ~occupies(1, 8, 8)]
Clause[~occupies(3, 9, 8), ~occupies(1, 7, 8)]
Clause[~occupies(3, 8, 8), ~occupies(1, 7, 8)]
Clause[~occupies(3, 7, 8), ~occupies(1, 7, 8)]
Clause[~occupies(2, 9, 8), ~occupies(1, 7, 8)]
Clause[~occupies(2, 8, 8), ~occupies(1, 7, 8)]
Clause[~occupies(2, 7, 8), ~occupies(1, 7, 8)]
Clause[~occupies(1, 9, 8), ~occupies(1, 7, 8)]
Clause[~occupies(1, 8, 8), ~occupies(1, 7, 8)]
Clause[~occupies(3, 9, 7), ~occupies(3, 8, 7)]
Clause[~occupies(3, 9, 7), ~occupies(3, 7, 7)]
Clause[~occupies(3, 8, 7), ~occupies(3, 7, 7)]
Clause[~occupies(3, 9, 7), ~occupies(2, 9, 7)]
Clause[~occupies(3, 8, 7), ~occupies(2, 9, 7)]
Clause[~occupies(3, 7, 7), ~occupies(2, 9, 7)]
Clause[~occupies(3, 9, 7), ~occupies(2, 8, 7)]
Clause[~occupies(3, 8, 7), ~occupies(2, 8, 7)]
Clause[~occupies(3, 7, 7), ~occupies(2, 8, 7)]
Clause[~occupies(2, 9, 7), ~occupies(2, 8, 7)]
Clause[~occupies(3, 9, 7), ~occupies(2, 7, 7)]
Clause[~occupies(3, 8, 7), ~occupies(2, 7, 7)]
Clause[~occupies(3, 7, 7), ~occupies(2, 7, 7)]
Clause[~occupies(2, 9, 7), ~occupies(2, 7, 7)]
Clause[~occupies(2, 8, 7), ~occupies(2, 7, 7)]
Clause[~occupies(3, 9, 7), ~occupies(1, 9, 7)]
Clause[~occupies(3, 8, 7), ~occupies(1, 9, 7)]
Clause[~occupies(3, 7, 7), ~occupies(1, 9, 7)]
Clause[~occupies(2, 9, 7), ~occupies(1, 9, 7)]
Clause[~occupies(2, 8, 7), ~occupies(1, 9, 7)]
Clause[~occupies(2, 7, 7), ~occupies(1, 9, 7)]
Clause[~occupies(3, 9, 7), ~occupies(1, 8, 7)]
Clause[~occupies(3, 8, 7), ~occupies(1, 8, 7)]
Clause[~occupies(3, 7, 7), ~occupies(1, 8, 7)]
Clause[~occupies(2, 9, 7), ~occupies(1, 8, 7)]
Clause[~occupies(2, 8, 7), ~occupies(1, 8, 7)]
Clause[~occupies(2, 7, 7), ~occupies(1, 8, 7)]
Clause[~occupies(1, 9, 7), ~occupies(1, 8, 7)]
Clause[~occupies(3, 9, 7), ~occupies(1, 7, 7)]
Clause[~occupies(3, 8, 7), ~occupies(1, 7, 7)]
Clause[~occupies(3, 7, 7), ~occupies(1, 7, 7)]
Clause[~occupies(2, 9, 7), ~occupies(1, 7, 7)]
Clause[~occupies(2, 8, 7), ~occupies(1, 7, 7)]
Clause[~occupies(2, 7, 7), ~occupies(1, 7, 7)]
Clause[~occupies(1, 9, 7), ~occupies(1, 7, 7)]
Clause[~occupies(1, 8, 7), ~occupies(1, 7, 7)]
Clause[~occupies(3, 9, 6), ~occupies(3, 8, 6)]
Clause[~occupies(3, 9, 6), ~occupies(3, 7, 6)]
Clause[~occupies(3, 8, 6), ~occupies(3, 7, 6)]
Clause[~occupies(3, 9, 6), ~occupies(2, 9, 6)]
Clause[~occupies(3, 8, 6), ~occupies(2, 9, 6)]
Clause[~occupies(3, 7, 6), ~occupies(2, 9, 6)]
Clause[~occupies(3, 9, 6), ~occupies(2, 8, 6)]
Clause[~occupies(3, 8, 6), ~occupies(2, 8, 6)]
Clause[~occupies(3, 7, 6), ~occupies(2, 8, 6)]
Clause[~occupies(2, 9, 6), ~occupies(2, 8, 6)]
Clause[~occupies(3, 9, 6), ~occupies(2, 7, 6)]
Clause[~occupies(3, 8, 6), ~occupies(2, 7, 6)]
Clause[~occupies(3, 7, 6), ~occupies(2, 7, 6)]
Clause[~occupies(2, 9, 6), ~occupies(2, 7, 6)]
Clause[~occupies(2, 8, 6), ~occupies(2, 7, 6)]
Clause[~occupies(3, 9, 6), ~occupies(1, 9, 6)]
Clause[~occupies(3, 8, 6), ~occupies(1, 9, 6)]
Clause[~occupies(3, 7, 6), ~occupies(1, 9, 6)]
Clause[~occupies(2, 9, 6), ~occupies(1, 9, 6)]
Clause[~occupies(2, 8, 6), ~occupies(1, 9, 6)]
Clause[~occupies(2, 7, 6), ~occupies(1, 9, 6)]
Clause[~occupies(3, 9, 6), ~occupies(1, 8, 6)]
Clause[~occupies(3, 8, 6), ~occupies(1, 8, 6)]
Clause[~occupies(3, 7, 6), ~occupies(1, 8, 6)]
Clause[~occupies(2, 9, 6), ~occupies(1, 8, 6)]
Clause[~occupies(2, 8, 6), ~occupies(1, 8, 6)]
Clause[~occupies(2, 7, 6), ~occupies(1, 8, 6)]
Clause[~occupies(1, 9, 6), ~occupies(1, 8, 6)]
Clause[~occupies(3, 9, 6), ~occupies(1, 7, 6)]
Clause[~occupies(3, 8, 6), ~occupies(1, 7, 6)]
Clause[~occupies(3, 7, 6), ~occupies(1, 7, 6)]
Clause[~occupies(2, 9, 6), ~occupies(1, 7, 6)]
Clause[~occupies(2, 8, 6), ~occupies(1, 7, 6)]
Clause[~occupies(2, 7, 6), ~occupies(1, 7, 6)]
Clause[~occupies(1, 9, 6), ~occupies(1, 7, 6)]
Clause[~occupies(1, 8, 6), ~occupies(1, 7, 6)]
Clause[~occupies(3, 9, 5), ~occupies(3, 8, 5)]
Clause[~occupies(3, 9, 5), ~occupies(3, 7, 5)]
Clause[~occupies(3, 8, 5), ~occupies(3, 7, 5)]
Clause[~occupies(3, 9, 5), ~occupies(2, 9, 5)]
Clause[~occupies(3, 8, 5), ~occupies(2, 9, 5)]
Clause[~occupies(3, 7, 5), ~occupies(2, 9, 5)]
Clause[~occupies(3, 9, 5), ~occupies(2, 8, 5)]
Clause[~occupies(3, 8, 5), ~occupies(2, 8, 5)]
Clause[~occupies(3, 7, 5), ~occupies(2, 8, 5)]
Clause[~occupies(2, 9, 5), ~occupies(2, 8, 5)]
Clause[~occupies(3, 9, 5), ~occupies(2, 7, 5)]
Clause[~occupies(3, 8, 5), ~occupies(2, 7, 5)]
Clause[~occupies(3, 7, 5), ~occupies(2, 7, 5)]
Clause[~occupies(2, 9, 5), ~occupies(2, 7, 5)]
Clause[~occupies(2, 8, 5), ~occupies(2, 7, 5)]
Clause[~occupies(3, 9, 5), ~occupies(1, 9, 5)]
Clause[~occupies(3, 8, 5), ~occupies(1, 9, 5)]
Clause[~occupies(3, 7, 5), ~occupies(1, 9, 5)]
Clause[~occupies(2, 9, 5), ~occupies(1, 9, 5)]
Clause[~occupies(2, 8, 5), ~occupies(1, 9, 5)]
Clause[~occupies(2, 7, 5), ~occupies(1, 9, 5)]
Clause[~occupies(3, 9, 5), ~occupies(1, 8, 5)]
Clause[~occupies(3, 8, 5), ~occupies(1, 8, 5)]
Clause[~occupies(3, 7, 5), ~occupies(1, 8, 5)]
Clause[~occupies(2, 9, 5), ~occupies(1, 8, 5)]
Clause[~occupies(2, 8, 5), ~occupies(1, 8, 5)]
Clause[~occupies(2, 7, 5), ~occupies(1, 8, 5)]
Clause[~occupies(1, 9, 5), ~occupies(1, 8, 5)]
Clause[~occupies(3, 9, 5), ~occupies(1, 7, 5)]
Clause[~occupies(3, 8, 5), ~occupies(1, 7, 5)]
Clause[~occupies(3, 7, 5), ~occupies(1, 7, 5)]
Clause[~occupies(2, 9, 5), ~occupies(1, 7, 5)]
Clause[~occupies(2, 8, 5), ~occupies(1, 7, 5)]
Clause[~occupies(2, 7, 5), ~occupies(1, 7, 5)]
Clause[~occupies(1, 9, 5), ~occupies(1, 7, 5)]
Clause[~occupies(1, 8, 5), ~occupies(1, 7, 5)]
Clause[~occupies(3, 9, 4), ~occupies(3, 8, 4)]
Clause[~occupies(3, 9, 4), ~occupies(3, 7, 4)]
Clause[~occupies(3, 8, 4), ~occupies(3, 7, 4)]
Clause[~occupies(3, 9, 4), ~occupies(2, 9, 4)]
Clause[~occupies(3, 8, 4), ~occupies(2, 9, 4)]
Clause[~occupies(3, 7, 4), ~occupies(2, 9, 4)]
Clause[~occupies(3, 9, 4), ~occupies(2, 8, 4)]
Clause[~occupies(3, 8, 4), ~occupies(2, 8, 4)]
Clause[~occupies(3, 7, 4), ~occupies(2, 8, 4)]
Clause[~occupies(2, 9, 4), ~occupies(2, 8, 4)]
Clause[~occupies(3, 9, 4), ~occupies(2, 7, 4)]
Clause[~occupies(3, 8, 4), ~occupies(2, 7, 4)]
Clause[~occupies(3, 7, 4), ~occupies(2, 7, 4)]
Clause[~occupies(2, 9, 4), ~occupies(2, 7, 4)]
Clause[~occupies(2, 8, 4), ~occupies(2, 7, 4)]
Clause[~occupies(3, 9, 4), ~occupies(1, 9, 4)]
Clause[~occupies(3, 8, 4), ~occupies(1, 9, 4)]
Clause[~occupies(3, 7, 4), ~occupies(1, 9, 4)]
Clause[~occupies(2, 9, 4), ~occupies(1, 9, 4)]
Clause[~occupies(2, 8, 4), ~occupies(1, 9, 4)]
Clause[~occupies(2, 7, 4), ~occupies(1, 9, 4)]
Clause[~occupies(3, 9, 4), ~occupies(1, 8, 4)]
Clause[~occupies(3, 8, 4), ~occupies(1, 8, 4)]
Clause[~occupies(3, 7, 4), ~occupies(1, 8, 4)]
Clause[~occupies(2, 9, 4), ~occupies(1, 8, 4)]
Clause[~occupies(2, 8, 4), ~occupies(1, 8, 4)]
Clause[~occupies(2, 7, 4), ~occupies(1, 8, 4)]
Clause[~occupies(1, 9, 4), ~occupies(1, 8, 4)]
Clause[~occupies(3, 9, 4), ~occupies(1, 7, 4)]
Clause[~occupies(3, 8, 4), ~occupies(1, 7, 4)]
Clause[~occupies(3, 7, 4), ~occupies(1, 7, 4)]
Clause[~occupies(2, 9, 4), ~occupies(1, 7, 4)]
Clause[~occupies(2, 8, 4), ~occupies(1, 7, 4)]
Clause[~occupies(2, 7, 4), ~occupies(1, 7, 4)]
Clause[~occupies(1, 9, 4), ~occupies(1, 7, 4)]
Clause[~occupies(1, 8, 4), ~occupies(1, 7, 4)]
Clause[~occupies(3, 9, 3), ~occupies(3, 8, 3)]
Clause[~occupies(3, 9, 3), ~occupies(3, 7, 3)]
Clause[~occupies(3, 8, 3), ~occupies(3, 7, 3)]
Clause[~occupies(3, 9, 3), ~occupies(2, 9, 3)]
Clause[~occupies(3, 8, 3), ~occupies(2, 9, 3)]
Clause[~occupies(3, 7, 3), ~occupies(2, 9, 3)]
Clause[~occupies(3, 9, 3), ~occupies(2, 8, 3)]
Clause[~occupies(3, 8, 3), ~occupies(2, 8, 3)]
Clause[~occupies(3, 7, 3), ~occupies(2, 8, 3)]
Clause[~occupies(2, 9, 3), ~occupies(2, 8, 3)]
Clause[~occupies(3, 9, 3), ~occupies(2, 7, 3)]
Clause[~occupies(3, 8, 3), ~occupies(2, 7, 3)]
Clause[~occupies(3, 7, 3), ~occupies(2, 7, 3)]
Clause[~occupies(2, 9, 3), ~occupies(2, 7, 3)]
Clause[~occupies(2, 8, 3), ~occupies(2, 7, 3)]
Clause[~occupies(3, 9, 3), ~occupies(1, 9, 3)]
Clause[~occupies(3, 8, 3), ~occupies(1, 9, 3)]
Clause[~occupies(3, 7, 3), ~occupies(1, 9, 3)]
Clause[~occupies(2, 9, 3), ~occupies(1, 9, 3)]
Clause[~occupies(2, 8, 3), ~occupies(1, 9, 3)]
Clause[~occupies(2, 7, 3), ~occupies(1, 9, 3)]
Clause[~occupies(3, 9, 3), ~occupies(1, 8, 3)]
Clause[~occupies(3, 8, 3), ~occupies(1, 8, 3)]
Clause[~occupies(3, 7, 3), ~occupies(1, 8, 3)]
Clause[~occupies(2, 9, 3), ~occupies(1, 8, 3)]
Clause[~occupies(2, 8, 3), ~occupies(1, 8, 3)]
Clause[~occupies(2, 7, 3), ~occupies(1, 8, 3)]
Clause[~occupies(1, 9, 3), ~occupies(1, 8, 3)]
Clause[~occupies(3, 9, 3), ~occupies(1, 7, 3)]
Clause[~occupies(3, 8, 3), ~occupies(1, 7, 3)]
Clause[~occupies(3, 7, 3), ~occupies(1, 7, 3)]
Clause[~occupies(2, 9, 3), ~occupies(1, 7, 3)]
Clause[~occupies(2, 8, 3), ~occupies(1, 7, 3)]
Clause[~occupies(2, 7, 3), ~occupies(1, 7, 3)]
Clause[~occupies(1, 9, 3), ~occupies(1, 7, 3)]
Clause[~occupies(1, 8, 3), ~occupies(1, 7, 3)]
Clause[~occupies(3, 9, 2), ~occupies(3, 8, 2)]
Clause[~occupies(3, 9, 2), ~occupies(3, 7, 2)]
Clause[~occupies(3, 8, 2), ~occupies(3, 7, 2)]
Clause[~occupies(3, 9, 2), ~occupies(2, 9, 2)]
Clause[~occupies(3, 8, 2), ~occupies(2, 9, 2)]
Clause[~occupies(3, 7, 2), ~occupies(2, 9, 2)]
Clause[~occupies(3, 9, 2), ~occupies(2, 8, 2)]
Clause[~occupies(3, 8, 2), ~occupies(2, 8, 2)]
Clause[~occupies(3, 7, 2), ~occupies(2, 8, 2)]
Clause[~occupies(2, 9, 2), ~occupies(2, 8, 2)]
Clause[~occupies(3, 9, 2), ~occupies(2, 7, 2)]
Clause[~occupies(3, 8, 2), ~occupies(2, 7, 2)]
Clause[~occupies(3, 7, 2), ~occupies(2, 7, 2)]
Clause[~occupies(2, 9, 2), ~occupies(2, 7, 2)]
Clause[~occupies(2, 8, 2), ~occupies(2, 7, 2)]
Clause[~occupies(3, 9, 2), ~occupies(1, 9, 2)]
Clause[~occupies(3, 8, 2), ~occupies(1, 9, 2)]
Clause[~occupies(3, 7, 2), ~occupies(1, 9, 2)]
Clause[~occupies(2, 9, 2), ~occupies(1, 9, 2)]
Clause[~occupies(2, 8, 2), ~occupies(1, 9, 2)]
Clause[~occupies(2, 7, 2), ~occupies(1, 9, 2)]
Clause[~occupies(3, 9, 2), ~occupies(1, 8, 2)]
Clause[~occupies(3, 8, 2), ~occupies(1, 8, 2)]
Clause[~occupies(3, 7, 2), ~occupies(1, 8, 2)]
Clause[~occupies(2, 9, 2), ~occupies(1, 8, 2)]
Clause[~occupies(2, 8, 2), ~occupies(1, 8, 2)]
Clause[~occupies(2, 7, 2), ~occupies(1, 8, 2)]
Clause[~occupies(1, 9, 2), ~occupies(1, 8, 2)]
Clause[~occupies(3, 9, 2), ~occupies(1, 7, 2)]
Clause[~occupies(3, 8, 2), ~occupies(1, 7, 2)]
Clause[~occupies(3, 7, 2), ~occupies(1, 7, 2)]
Clause[~occupies(2, 9, 2), ~occupies(1, 7, 2)]
Clause[~occupies(2, 8, 2), ~occupies(1, 7, 2)]
Clause[~occupies(2, 7, 2), ~occupies(1, 7, 2)]
Clause[~occupies(1, 9, 2), ~occupies(1, 7, 2)]
Clause[~occupies(1, 8, 2), ~occupies(1, 7, 2)]
Clause[~occupies(3, 9, 1), ~occupies(3, 8, 1)]
Clause[~occupies(3, 9, 1), ~occupies(3, 7, 1)]
Clause[~occupies(3, 8, 1), ~occupies(3, 7, 1)]
Clause[~occupies(3, 9, 1), ~occupies(2, 9, 1)]
Clause[~occupies(3, 8, 1), ~occupies(2, 9, 1)]
Clause[~occupies(3, 7, 1), ~occupies(2, 9, 1)]
Clause[~occupies(3, 9, 1), ~occupies(2, 8, 1)]
Clause[~occupies(3, 8, 1), ~occupies(2, 8, 1)]
Clause[~occupies(3, 7, 1), ~occupies(2, 8, 1)]
Clause[~occupies(2, 9, 1), ~occupies(2, 8, 1)]
Clause[~occupies(3, 9, 1), ~occupies(2, 7, 1)]
Clause[~occupies(3, 8, 1), ~occupies(2, 7, 1)]
Clause[~occupies(3, 7, 1), ~occupies(2, 7, 1)]
Clause[~occupies(2, 9, 1), ~occupies(2, 7, 1)]
Clause[~occupies(2, 8, 1), ~occupies(2, 7, 1)]
Clause[~occupies(3, 9, 1), ~occupies(1, 9, 1)]
Clause[~occupies(3, 8, 1), ~occupies(1, 9, 1)]
Clause[~occupies(3, 7, 1), ~occupies(1, 9, 1)]
Clause[~occupies(2, 9, 1), ~occupies(1, 9, 1)]
Clause[~occupies(2, 8, 1), ~occupies(1, 9, 1)]
Clause[~occupies(2, 7, 1), ~occupies(1, 9, 1)]
Clause[~occupies(3, 9, 1), ~occupies(1, 8, 1)]
Clause[~occupies(3, 8, 1), ~occupies(1, 8, 1)]
Clause[~occupies(3, 7, 1), ~occupies(1, 8, 1)]
Clause[~occupies(2, 9, 1), ~occupies(1, 8, 1)]
Clause[~occupies(2, 8, 1), ~occupies(1, 8, 1)]
Clause[~occupies(2, 7, 1), ~occupies(1, 8, 1)]
Clause[~occupies(1, 9, 1), ~occupies(1, 8, 1)]
Clause[~occupies(3, 9, 1), ~occupies(1, 7, 1)]
Clause[~occupies(3, 8, 1), ~occupies(1, 7, 1)]
Clause[~occupies(3, 7, 1), ~occupies(1, 7, 1)]
Clause[~occupies(2, 9, 1), ~occupies(1, 7, 1)]
Clause[~occupies(2, 8, 1), ~occupies(1, 7, 1)]
Clause[~occupies(2, 7, 1), ~occupies(1, 7, 1)]
Clause[~occupies(1, 9, 1), ~occupies(1, 7, 1)]
Clause[~occupies(1, 8, 1), ~occupies(1, 7, 1)]
Clause[~occupies(3, 6, 9), ~occupies(3, 5, 9)]
Clause[~occupies(3, 6, 9), ~occupies(3, 4, 9)]
Clause[~occupies(3, 5, 9), ~occupies(3, 4, 9)]
Clause[~occupies(3, 6, 9), ~occupies(2, 6, 9)]
Clause[~occupies(3, 5, 9), ~occupies(2, 6, 9)]
Clause[~occupies(3, 4, 9), ~occupies(2, 6, 9)]
Clause[~occupies(3, 6, 9), ~occupies(2, 5, 9)]
Clause[~occupies(3, 5, 9), ~occupies(2, 5, 9)]
Clause[~occupies(3, 4, 9), ~occupies(2, 5, 9)]
Clause[~occupies(2, 6, 9), ~occupies(2, 5, 9)]
Clause[~occupies(3, 6, 9), ~occupies(2, 4, 9)]
Clause[~occupies(3, 5, 9), ~occupies(2, 4, 9)]
Clause[~occupies(3, 4, 9), ~occupies(2, 4, 9)]
Clause[~occupies(2, 6, 9), ~occupies(2, 4, 9)]
Clause[~occupies(2, 5, 9), ~occupies(2, 4, 9)]
Clause[~occupies(3, 6, 9), ~occupies(1, 6, 9)]
Clause[~occupies(3, 5, 9), ~occupies(1, 6, 9)]
Clause[~occupies(3, 4, 9), ~occupies(1, 6, 9)]
Clause[~occupies(2, 6, 9), ~occupies(1, 6, 9)]
Clause[~occupies(2, 5, 9), ~occupies(1, 6, 9)]
Clause[~occupies(2, 4, 9), ~occupies(1, 6, 9)]
Clause[~occupies(3, 6, 9), ~occupies(1, 5, 9)]
Clause[~occupies(3, 5, 9), ~occupies(1, 5, 9)]
Clause[~occupies(3, 4, 9), ~occupies(1, 5, 9)]
Clause[~occupies(2, 6, 9), ~occupies(1, 5, 9)]
Clause[~occupies(2, 5, 9), ~occupies(1, 5, 9)]
Clause[~occupies(2, 4, 9), ~occupies(1, 5, 9)]
Clause[~occupies(1, 6, 9), ~occupies(1, 5, 9)]
Clause[~occupies(3, 6, 9), ~occupies(1, 4, 9)]
Clause[~occupies(3, 5, 9), ~occupies(1, 4, 9)]
Clause[~occupies(3, 4, 9), ~occupies(1, 4, 9)]
Clause[~occupies(2, 6, 9), ~occupies(1, 4, 9)]
Clause[~occupies(2, 5, 9), ~occupies(1, 4, 9)]
Clause[~occupies(2, 4, 9), ~occupies(1, 4, 9)]
Clause[~occupies(1, 6, 9), ~occupies(1, 4, 9)]
Clause[~occupies(1, 5, 9), ~occupies(1, 4, 9)]
Clause[~occupies(3, 6, 8), ~occupies(3, 5, 8)]
Clause[~occupies(3, 6, 8), ~occupies(3, 4, 8)]
Clause[~occupies(3, 5, 8), ~occupies(3, 4, 8)]
Clause[~occupies(3, 6, 8), ~occupies(2, 6, 8)]
Clause[~occupies(3, 5, 8), ~occupies(2, 6, 8)]
Clause[~occupies(3, 4, 8), ~occupies(2, 6, 8)]
Clause[~occupies(3, 6, 8), ~occupies(2, 5, 8)]
Clause[~occupies(3, 5, 8), ~occupies(2, 5, 8)]
Clause[~occupies(3, 4, 8), ~occupies(2, 5, 8)]
Clause[~occupies(2, 6, 8), ~occupies(2, 5, 8)]
Clause[~occupies(3, 6, 8), ~occupies(2, 4, 8)]
Clause[~occupies(3, 5, 8), ~occupies(2, 4, 8)]
Clause[~occupies(3, 4, 8), ~occupies(2, 4, 8)]
Clause[~occupies(2, 6, 8), ~occupies(2, 4, 8)]
Clause[~occupies(2, 5, 8), ~occupies(2, 4, 8)]
Clause[~occupies(3, 6, 8), ~occupies(1, 6, 8)]
Clause[~occupies(3, 5, 8), ~occupies(1, 6, 8)]
Clause[~occupies(3, 4, 8), ~occupies(1, 6, 8)]
Clause[~occupies(2, 6, 8), ~occupies(1, 6, 8)]
Clause[~occupies(2, 5, 8), ~occupies(1, 6, 8)]
Clause[~occupies(2, 4, 8), ~occupies(1, 6, 8)]
Clause[~occupies(3, 6, 8), ~occupies(1, 5, 8)]
Clause[~occupies(3, 5, 8), ~occupies(1, 5, 8)]
Clause[~occupies(3, 4, 8), ~occupies(1, 5, 8)]
Clause[~occupies(2, 6, 8), ~occupies(1, 5, 8)]
Clause[~occupies(2, 5, 8), ~occupies(1, 5, 8)]
Clause[~occupies(2, 4, 8), ~occupies(1, 5, 8)]
Clause[~occupies(1, 6, 8), ~occupies(1, 5, 8)]
Clause[~occupies(3, 6, 8), ~occupies(1, 4, 8)]
Clause[~occupies(3, 5, 8), ~occupies(1, 4, 8)]
Clause[~occupies(3, 4, 8), ~occupies(1, 4, 8)]
Clause[~occupies(2, 6, 8), ~occupies(1, 4, 8)]
Clause[~occupies(2, 5, 8), ~occupies(1, 4, 8)]
Clause[~occupies(2, 4, 8), ~occupies(1, 4, 8)]
Clause[~occupies(1, 6, 8), ~occupies(1, 4, 8)]
Clause[~occupies(1, 5, 8), ~occupies(1, 4, 8)]
Clause[~occupies(3, 6, 7), ~occupies(3, 5, 7)]
Clause[~occupies(3, 6, 7), ~occupies(3, 4, 7)]
Clause[~occupies(3, 5, 7), ~occupies(3, 4, 7)]
Clause[~occupies(3, 6, 7), ~occupies(2, 6, 7)]
Clause[~occupies(3, 5, 7), ~occupies(2, 6, 7)]
Clause[~occupies(3, 4, 7), ~occupies(2, 6, 7)]
Clause[~occupies(3, 6, 7), ~occupies(2, 5, 7)]
Clause[~occupies(3, 5, 7), ~occupies(2, 5, 7)]
Clause[~occupies(3, 4, 7), ~occupies(2, 5, 7)]
Clause[~occupies(2, 6, 7), ~occupies(2, 5, 7)]
Clause[~occupies(3, 6, 7), ~occupies(2, 4, 7)]
Clause[~occupies(3, 5, 7), ~occupies(2, 4, 7)]
Clause[~occupies(3, 4, 7), ~occupies(2, 4, 7)]
Clause[~occupies(2, 6, 7), ~occupies(2, 4, 7)]
Clause[~occupies(2, 5, 7), ~occupies(2, 4, 7)]
Clause[~occupies(3, 6, 7), ~occupies(1, 6, 7)]
Clause[~occupies(3, 5, 7), ~occupies(1, 6, 7)]
Clause[~occupies(3, 4, 7), ~occupies(1, 6, 7)]
Clause[~occupies(2, 6, 7), ~occupies(1, 6, 7)]
Clause[~occupies(2, 5, 7), ~occupies(1, 6, 7)]
Clause[~occupies(2, 4, 7), ~occupies(1, 6, 7)]
Clause[~occupies(3, 6, 7), ~occupies(1, 5, 7)]
Clause[~occupies(3, 5, 7), ~occupies(1, 5, 7)]
Clause[~occupies(3, 4, 7), ~occupies(1, 5, 7)]
Clause[~occupies(2, 6, 7), ~occupies(1, 5, 7)]
Clause[~occupies(2, 5, 7), ~occupies(1, 5, 7)]
Clause[~occupies(2, 4, 7), ~occupies(1, 5, 7)]
Clause[~occupies(1, 6, 7), ~occupies(1, 5, 7)]
Clause[~occupies(3, 6, 7), ~occupies(1, 4, 7)]
Clause[~occupies(3, 5, 7), ~occupies(1, 4, 7)]
Clause[~occupies(3, 4, 7), ~occupies(1, 4, 7)]
Clause[~occupies(2, 6, 7), ~occupies(1, 4, 7)]
Clause[~occupies(2, 5, 7), ~occupies(1, 4, 7)]
Clause[~occupies(2, 4, 7), ~occupies(1, 4, 7)]
Clause[~occupies(1, 6, 7), ~occupies(1, 4, 7)]
Clause[~occupies(1, 5, 7), ~occupies(1, 4, 7)]
Clause[~occupies(3, 6, 6), ~occupies(3, 5, 6)]
Clause[~occupies(3, 6, 6), ~occupies(3, 4, 6)]
Clause[~occupies(3, 5, 6), ~occupies(3, 4, 6)]
Clause[~occupies(3, 6, 6), ~occupies(2, 6, 6)]
Clause[~occupies(3, 5, 6), ~occupies(2, 6, 6)]
Clause[~occupies(3, 4, 6), ~occupies(2, 6, 6)]
Clause[~occupies(3, 6, 6), ~occupies(2, 5, 6)]
Clause[~occupies(3, 5, 6), ~occupies(2, 5, 6)]
Clause[~occupies(3, 4, 6), ~occupies(2, 5, 6)]
Clause[~occupies(2, 6, 6), ~occupies(2, 5, 6)]
Clause[~occupies(3, 6, 6), ~occupies(2, 4, 6)]
Clause[~occupies(3, 5, 6), ~occupies(2, 4, 6)]
Clause[~occupies(3, 4, 6), ~occupies(2, 4, 6)]
Clause[~occupies(2, 6, 6), ~occupies(2, 4, 6)]
